상품명,조사일,판매가격,판매업소,제조사,세일여부,원플러스원,브랜드
머거본 알땅콩(135g),2024-05-03,2500,세븐일레븐(본사),머거본,N,N,NH
머거본 알땅콩(135g),2024-05-03,2700,신세계백화점죽전점,머거본,,,NH
머거본 알땅콩(135g),2024-05-03,4900,CU(본사),머거본,,,NH
허니버터아몬드(190g),2024-05-03,7990,이마트월배점,바프,,,NH
허니버터아몬드(190g),2024-05-03,7990,이마트여수점,바프,,,NH
허니버터아몬드(190g),2024-05-03,7990,이마트울산점,바프,,,NH
허니버터아몬드(190g),2024-05-03,7990,이마트춘천점,바프,,,NH
허니버터아몬드(190g),2024-05-03,6300,세븐일레븐(본사),바프,N,N,NH
허니버터아몬드(190g),2024-05-03,7990,이마트부천점,바프,,,LOTTE
허니버터아몬드(190g),2024-05-03,7990,이마트동인천점,바프,,,LOTTE
허니버터아몬드(190g),2024-05-03,7990,이마트동백점,바프,,,LOTTE
허니버터아몬드(190g),2024-05-03,7990,이마트동구미점,바프,,,LOTTE
허니버터아몬드(190g),2024-05-03,7990,이마트대전터미널점,바프,,,LOTTE
허니버터아몬드(190g),2024-05-03,7990,이마트김해점,바프,,,LOTTE
허니버터아몬드(190g),2024-05-03,7990,이마트김포한강점,바프,,,LOTTE
허니버터아몬드(190g),2024-05-03,7990,이마트김천점,바프,,,HYUNDAI
허니버터아몬드(190g),2024-05-03,7990,이마트금정점,바프,,,HYUNDAI
허니버터아몬드(190g),2024-05-03,7990,이마트군산점,바프,,,HYUNDAI
허니버터아몬드(190g),2024-05-03,7990,이마트구로점,바프,,,HYUNDAI
허니버터아몬드(190g),2024-05-03,7990,이마트광산점,바프,,,HYUNDAI
허니버터아몬드(190g),2024-05-03,7990,이마트광명소하점,바프,,,HYUNDAI
허니버터아몬드(190g),2024-05-03,7990,이마트과천점,바프,,,HYUNDAI
허니버터아몬드(190g),2024-05-03,7990,이마트경산점,바프,,,HYUNDAI
허니버터아몬드(190g),2024-05-03,7990,이마트경기광주점,바프,,,HYUNDAI
허니버터아몬드(190g),2024-05-03,7990,이마트검단점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트용인점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트연수점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트광교점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트가든5점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트강릉점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트남원점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트고잔점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트남양주점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트태백점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트수원점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트천안서북점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트제천점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트동탄점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트마산점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트구미점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트분당점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트산본점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트의정부점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트죽전점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트청주점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트다산점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트포항점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트전주점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트천안점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트수색점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트신도림점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트화정점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트신월점,바프,N,N,
허니버터아몬드(190g),2024-05-03,7990,이마트만촌점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트상봉점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트서귀포점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트제주점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트원주점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트역삼점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트용산점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트에코시티점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트신촌점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트광주점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트의왕점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트양재점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트영등포점,바프,,,
허니버터아몬드(190g),2024-05-03,8900,신세계백화점죽전점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트해운대점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트계양점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트평촌점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트자양점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트미아점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트둔산점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트흥덕점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트화성봉담점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트하월곡점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트하남점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트풍산점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트포천점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트평택점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트파주점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트파주운정점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트통영점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트칠성점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트충주점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트청계천점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트천호점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트천안터미널점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트창원점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트창동점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트진주점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트진접점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트중동점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트일산점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트익산점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트이천점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트포항이동점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트은평점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트월계점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트왕십리점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트오산점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트양산점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트영천점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트연제점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트여주점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트여의도점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트양주점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트안동점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트아산점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트신제주점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트순천점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트수지점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트수서점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트속초점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트세종점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트성서점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트성남점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트서수원점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트서산점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트상주점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트사천점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트사상점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트봉선점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트보령점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트보라점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트별내점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트반야월점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트문현점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트안양점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트묵동점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트목포점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트목동점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트명일점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트마포점,바프,,,
허니버터아몬드(190g),2024-05-03,7990,이마트동해점,바프,,,
백설 소면(900g),2024-05-03,3480,이마트영천점,CJ제일제당,,,
백설 소면(900g),2024-05-03,2980,롯데슈퍼탑동점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,3480,이마트광교점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트연제점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트여주점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트여의도점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트양주점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트안성점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트안동점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트신제주점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트순천점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트수지점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트수서점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트속초점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트세종점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트성서점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트성남점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트서수원점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트서산점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트상주점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트사천점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트봉선점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트보령점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트보라점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트별내점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트반야월점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트문현점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트안양점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트묵동점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트목포점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트목동점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트명일점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트마포점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트동해점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트미아점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트둔산점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트흥덕점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트화성봉담점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트하월곡점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트하남점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트풍산점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트포천점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트평택점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트파주점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트파주운정점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트통영점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트칠성점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트충주점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트청계천점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트천호점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트천안터미널점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트창원점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트창동점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트진주점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트진접점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트중동점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트일산점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트익산점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트이천점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트포항이동점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트은평점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트월계점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트왕십리점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트오산점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트양산점,CJ제일제당,,,
백설 소면(900g),2024-05-03,2980,롯데슈퍼덕진점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,2980,롯데슈퍼세종나성프레시점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,3300,GS더프레시해운대마린점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3480,이마트가든5점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트강릉점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트남원점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트고잔점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트남양주점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트태백점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트수원점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트천안서북점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트제천점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트동탄점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트마산점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트구미점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트분당점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,3480,이마트산본점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트의정부점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트죽전점,CJ제일제당,,,
백설 소면(900g),2024-05-03,2980,신세계백화점센텀시티점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트청주점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3300,GS더프레시구월점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시대전도마점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3480,이마트다산점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트포항점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트전주점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트천안점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트수색점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트신도림점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트화정점,CJ제일제당,,,
백설 소면(900g),2024-05-03,2980,롯데슈퍼포항점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,3300,GS더프레시경주현곡점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시천안두정점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시청주용담점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3480,이마트동인천점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트동백점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트동구미점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3300,GS더프레시울산구영점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3480,이마트대전터미널점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트김해점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트김포한강점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트김천점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트금정점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트군산점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트구로점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트광산점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트광명소하점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트과천점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3300,GS더프레시북가좌점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3480,이마트경산점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트경기광주점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트검단점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트용인점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트연수점,CJ제일제당,,,
백설 소면(900g),2024-05-03,2980,신세계백화점강남점,CJ제일제당,,,
백설 소면(900g),2024-05-03,2980,롯데슈퍼잠원점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,3190,롯데슈퍼세종고운점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,2980,롯데슈퍼하당점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,2980,롯데슈퍼신현점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,2980,롯데슈퍼월성점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,2980,롯데슈퍼풍암점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,2980,롯데슈퍼영주점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,2980,롯데슈퍼포천일동점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,3190,롯데슈퍼상록수점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,3300,GS더프레시송파점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시송파위례점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시대연혁신점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시강서증미역점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시부평청천점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시고양지축역점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시부평그랑힐스점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시송파석촌호수점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시부산하버시티점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시목감레이크점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3480,이마트에코시티점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3300,GS더프레시동작구청점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3480,이마트신촌점,CJ제일제당,,,
백설 소면(900g),2024-05-03,2980,롯데슈퍼프리미엄용호점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,2980,롯데슈퍼용인남사점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,2980,롯데슈퍼프리미엄기흥점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,2980,롯데슈퍼포항장성점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,2980,롯데슈퍼부산영도점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,2980,롯데슈퍼반포2점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,2980,롯데슈퍼프리미엄황금점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,2980,롯데슈퍼프리미엄일원점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,2980,롯데슈퍼광명일직점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,3080,롯데슈퍼프리미엄서초점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,3300,GS더프레시장유대청점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시양산가촌점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시진주신안점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시김해외동점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시도청신도시점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시시흥은계점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시파주청암점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시인천동춘점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시세종아름점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시판교운중점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시안양메가트리아점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시하남점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시연수점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,2980,롯데슈퍼상남점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,3300,GS더프레시구포점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,2980,롯데슈퍼합천점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,2980,롯데슈퍼문흥점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,3190,롯데슈퍼백석점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,2980,롯데슈퍼분당점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,3190,롯데슈퍼평택점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,2980,롯데슈퍼수지점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,2980,롯데슈퍼일산점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,3190,롯데슈퍼안양점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,3300,GS더프레시목동7점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3480,이마트신월점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트만촌점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3300,GS더프레시도곡렉슬점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시종로구기점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시원주점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,2980,롯데슈퍼원주점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,2980,롯데슈퍼원효로점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,2980,롯데슈퍼장위점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,2090,이마트상봉점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트서귀포점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트제주점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트원주점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트역삼점,CJ제일제당,,,
백설 소면(900g),2024-05-03,3480,이마트용산점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,2980,롯데슈퍼목포용해점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,2980,롯데슈퍼봉화산역점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,3190,롯데슈퍼산본피트인점,CJ제일제당,N,N,
백설 소면(900g),2024-05-03,3300,GS더프레시위례중앙점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시거제신현점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시울산태화점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시송도점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시속초교동점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시송도그린워크점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시성북돈암점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시서초점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시충주용산점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시서인천점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시분당시범단지점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시충주연수점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시초읍점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시부평산곡점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시청주점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시부암점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시천안점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시청주봉명점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시방이점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시천안쌍용점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시미래점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시울산천곡점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시목동13점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시문경점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시명장점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시명일점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시만수점,CJ제일제당,Y,,
백설 소면(900g),2024-05-03,3300,GS더프레시만덕점,CJ제일제당,Y,,
